EVENTID,RUNID,KEY,DATE,EVENT,GAME,CONSOLE,RUNTYPE,RUNNER1,RUNNER2,RUNNER3,RUNNER4,COMMENTARY1,COMMENTARY2,COMMENTARY3,COMMENTARY4,SPEEDRUNTYPE,VIDEOURL,TIMESTAMP,VIDEOURL2,TIMESTAMP2,RUNNER5,RUNNER6,TIMERUNNER1,TIMERUNNER2,TIMERUNNER3,TIMERUNNER4,TIMERUNNER5,TIMERUNNER6,RACE2TIMERUNNER1,RACE2TIMERUNNER2,RACE2TIMERUNNER3,RACE2TIMERUNNER4,RACE2RUNNER5,RACE2RUNNER6,RUNNER7,RUNNER8,RUNNER9,RUNNER10,RUNNER11,RUNNER12,RUNNER13,RUNNER14,RUNNER15,RUNNER16
6,21,6_21,10/30/2020,Segaween,Castlevania: Symphony of the Night,Saturn,Speedrun,GrimShins,,,,,,,,Maria All Bosses,https://youtu.be/hy8uENEPtBo?si=F2SmuxhPNpII_4Zh&t=765,0:12:45,,,,,,,,,,,,,,,,,,,,,,,,,,
6,22,6_22,10/30/2020,Segaween,Dracula Unleashed,Sega CD,Casual,Cypherin,,,,,,,,,https://youtu.be/5h6z4SezdpE?si=4As5qIwjjrG3CDxH,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,23,6_23,10/30/2020,Segaween,Ghostbusters,Master System,Casual,Radioactive_Man_From_Mars,,,,,,,,,https://youtu.be/ffii4kuGqCw?si=d-k2zeuNeMyi75br,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,24,6_24,10/30/2020,Segaween,Ghouls'n Ghosts,Master System,Casual,Radioactive_Man_From_Mars,,,,,,,,,https://youtu.be/RAP1WCWiCJQ?si=63H8vsjDU19sjYWn,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,25,6_25,10/30/2020,Segaween,Scooby-Doo Mystery,Genesis,Casual,Radioactive_Man_From_Mars,,,,,,,,,https://youtu.be/dKxK4HuMMnE?si=kOce1PHXvO909Zg3,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,26,6_26,10/30/2020,Segaween,Aero the Acro-Bat,Genesis,Casual,Radioactive_Man_From_Mars,,,,,,,,,https://youtu.be/947fp_LeiP8?si=-5zFv2pOrWWEpxkn,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,27,6_27,10/30/2020,Segaween,The Addams Family,Genesis,Casual,Radioactive_Man_From_Mars,,,,,,,,,https://youtu.be/UITPJV5HXSE?si=UeWgSZQWfXiLF5Bt,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,28,6_28,10/30/2020,Segaween,Mutant League Hockey,Genesis,Casual,Radioactive_Man_From_Mars,,,,,,,,,https://youtu.be/Lb4EqjvGTz8?si=rG9xwCuLJLfmhAH-,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,6_29,10/31/2020,Segaween,Haunting Starring Polterguy,Genesis,Co-Op Speedrun,Gok_Zarah,z_tox,,,,,,,Master and Apprentice,https://youtu.be/-5YUdWSmv6o?si=8A4IWsJ-IPymKebF,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,30,6_30,10/31/2020,Segaween,The Typing of the Dead,PC,Casual,Gok_Zarah,,,,,,,,,https://youtu.be/QjNZMCI-yI0?si=nnCihPnIfEG7W15h,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,31,6_31,10/31/2020,Segaween,Resident Evil Code: Veronica,Dreamcast,Casual,Faust4712,,,,,,,,,https://youtu.be/-24aGYmU7DI?si=ehfRPsI7KQV9uWtz,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,32,6_32,10/31/2020,Segaween,Bram Stoker's Dracula,Genesis,Casual,Faust4712,,,,,,,,,https://youtu.be/NgAz50P65BU?si=436E7K2aU5HmwqMl,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,33,6_33,10/31/2020,Segaween,Haunting Starring Polterguy,Genesis,Casual,Faust4712,,,,,,,,,https://youtu.be/RXsb4qlQIqk?si=3joKoMcp_6xZ83Qi,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,34,6_34,10/31/2020,Segaween,Night Trap,Sega 32X,Speedrun,Paulsaltine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,35,6_35,10/31/2020,Segaween,Sacred Lines,Genesis,Casual,Jimmy_Diamonds,,,,Faust4712,GrimShins,Gok_Zarah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,36,6_36,10/31/2020,Segaween,Zombi Terror,Master System,3-Way Race,Faust4712,Gok_Zarah,Jimmy_Diamonds,,NoDiggity1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,37,6_37,10/31/2020,Segaween,Altered Beast,Genesis,Speedrun,ZeeGee_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,38,6_38,10/31/2020,Segaween,Bram Stoker's Dracula,Sega CD,Casual,NoDiggity1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,39,6_39,10/31/2020,Segaween,Will Harvey Presents The Immortal,Genesis,Casual,z_tox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,40,6_40,10/31/2020,Segaween,Haunting Starring Polterguy,Genesis,Casual,z_tox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,41,6_41,10/31/2020,Segaween,Another World,Genesis,Casual,z_tox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,42,6_42,10/31/2020,Segaween,Michael Jackson's Moonwalker,Genesis,Casual,z_tox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,7_1,12/05/2020,Shinobithon,Shinobi III: Return of the Ninja Master,Genesis,Speedrun,BaconOmelette,,,,,,,,Any% Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2,7_2,12/05/2020,Shinobithon,Alex Kidd in Shinobi World,Master System,Speedrun,Paulsaltine,,,,,,,,Any%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3,7_3,12/05/2020,Shinobithon,Shadow Dancer,Master System,Casual,GrimShins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4,7_4,12/05/2020,Shinobithon,The GG Shinobi,Game Gear,Casual,Faust4712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5,7_5,12/05/2020,Shinobithon,Shinobi II: The Silent Fury,Game Gear,Casual,Faust4712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6,7_6,12/05/2020,Shinobithon,Shinobi Legions,Saturn,Speedrun,Faust4712,,,,,,,,Cutscene%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,7_7,12/05/2020,Shinobithon,The Revenge of Shinobi,Genesis,Speedrun,Danduffers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,7_8,12/05/2020,Shinobithon,Shinobi,Arcade,Casual,z_tox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,9,7_9,12/06/2020,Shinobithon,Shadow Dancer: The Secret of Shinobi,Genesis,Casual,MasterWelch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,7_10,12/06/2020,Shinobithon,Nightshade,Playstation 2,Casual,MasterWelch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,11,7_11,12/06/2020,Shinobithon,Shinobi Shuffler,Multi,Casual,BoosterShane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,12,7_12,12/06/2020,Shinobithon,Shinobi,Playstation 2,Casual,Cypherin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,13,7_13,12/06/2020,Shinobithon,Shinobi Relay,Multi,Speedrun,Radioactive_Man_From_Mars,BoosterShane,Danduffers,AfroNinja,,,,,Relay Race,,,,,Cypherin,z_tox,,,,,,,,,,,,,BaconOmelette,Faust4712,,,,,,,,
8,1,8_1,03/13/2021,FMV Marathon,Mighty Morphin Power Rangers,Sega CD,Casual,BoosterShane,,,,,,,,,https://youtu.be/oWLO8Z0nH8c?si=Os4xg0tSxFPUHBAO,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2,8_2,03/13/2021,FMV Marathon,Ground Zero Texas,Sega CD,Casual,40wattRange,,,,,,,,,https://youtu.be/oWLO8Z0nH8c?si=wVLDALmm_szf3SSc,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3,8_3,03/13/2021,FMV Marathon,Night Trap,Sega 32X,Casual,NoDiggity1,,,,,,,,,https://youtu.be/2cYjdSPIULE?si=vkesaUtFlu8pJC9C,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4,8_4,03/13/2021,FMV Marathon,MegaRace,Sega CD,Casual,NoDiggity1,,,,,,,,,https://youtu.be/gyNcjKC-jM4?si=CPnISYWwKnW_VJPI,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,5,8_5,03/13/2021,FMV Marathon,Sewer Shark,Sega CD,Casual,NoDiggity1,,,,,,,,,https://youtu.be/txk8RXmLQzw?si=pOqB4pSn7Tk0Mdsd,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,6,8_6,03/13/2021,FMV Marathon,Wirehead,Sega CD,Casual,NoDiggity1,,,,,,,,,https://youtu.be/UOj9nvoeH9Y?si=crDCAblq1Z7RfFO0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7,8_7,03/13/2021,FMV Marathon,Cliffhanger,Sega CD,Casual,NoDiggity1,,,,,,,,,https://youtu.be/XdZRaGbMANg?si=Bl8TPVc6tGSqOkMI,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8_8,03/13/2021,FMV Marathon,Demolition Man,Sega CD,Casual,NoDiggity1,,,,,,,,,https://youtu.be/XdZRaGbMANg?si=ZK7UtATBs1TIumxs&t=1299,0:21:39,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,8_9,03/13/2021,FMV Marathon,Star Wars: Rebel Assault,Sega CD,Casual,GrimShins,,,,,,,,,https://youtu.be/QA_F7wIh5-4?si=b47wJqXowXZhgr-P,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,8_10,03/13/2021,FMV Marathon,Prize Fighter,Sega CD,Casual,GrimShins,,,,,,,,,https://youtu.be/WdJulXFEvDM?si=isLm1ppZNJfS01Ko,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,11,8_11,03/13/2021,FMV Marathon,Mortal Kombat,Sega CD,Casual,GrimShins,,,,,,,,,https://youtu.be/WdJulXFEvDM?si=0uO1Hmi4fa5bPaEi&t=1251,0:20:51,,,,,,,,,,,,,,,,,,,,,,,,,,
8,12,8_12,03/14/2021,FMV Marathon,Supreme Warrior,Sega CD,Casual,ShannaBerryBlast,,,,,,,,,https://youtu.be/k7UKHPJGJoc?si=a-I3ZqXTxlwIRES9,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,13,8_13,03/14/2021,FMV Marathon,Shadow of the Beast II,Sega CD,Casual,Faust4712,,,,,,,,,https://youtu.be/0lhCBgpfobk?si=2zANKCKFRXcejKMV,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,14,8_14,03/14/2021,FMV Marathon,Batman Forever,Saturn,Casual,Faust4712,,,,,,,,,https://youtu.be/0lhCBgpfobk?si=0dVxzd3cbZ9Kg7N4&t=3146,0:52:26,,,,,,,,,,,,,,,,,,,,,,,,,,
8,15,8_15,03/14/2021,FMV Marathon,Panic!,Sega CD,Casual,KrakenZer0,,,,,,,,,https://youtu.be/BWFQbdWumE4?si=eoqd3a9b0dKw-ysH,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,8_16,03/14/2021,FMV Marathon,Road Avenger,Sega CD,Casual,ShannaBerryBlast,,,,,,,,,https://youtu.be/qf-jxZgYQlA?si=aGpmLkW6_cYW58Ru,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,17,8_17,03/14/2021,FMV Marathon,NFL's Greatest: San Francisco vs. Dallas 1978-1993,Sega CD,Casual,ShannaBerryBlast,,,,,,,,,https://youtu.be/q-FogMe7x8Y?si=6vGmLBIZmxjSd0nU,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,18,8_18,03/14/2021,FMV Marathon,Jeopardy!,Sega CD,Co-Op Casual,BoosterShane,ShannaBerryBlast,,,,,,,,https://youtu.be/q-FogMe7x8Y?si=MJgW4uCULJhQhkae,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,19,8_19,03/14/2021,FMV Marathon,Wheel of Fortune,Sega CD,Co-Op Casual,BoosterShane,ShannaBerryBlast,,,,,,,,https://youtu.be/vvwcwRG7Fps?si=x8JyYZdJTWBuv1g1,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,8_20,03/14/2021,FMV Marathon,Fahrenheit,Sega CD,Casual,BoosterShane,,,,,,,,,https://youtu.be/Cq9_K0iiwWc?si=zVN2nSi53yBW5aD3,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,21,8_21,03/14/2021,FMV Marathon,Slam City with Scottie Pippen,Sega CD,Casual,BoosterShane,,,,,,,,,https://youtu.be/C03pe2f2xU0?si=F3D0lA6110BiqmPK,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,22,8_22,03/14/2021,FMV Marathon,Krazy Ivan,Saturn,Casual,BaldNate,,,,,,,,,https://youtu.be/D2fAB0_vtRM?si=C6Xa4M_inapg6R76,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,23,8_23,03/14/2021,FMV Marathon,The Adventures of Willy Beamish,Sega CD,Casual,Paulsaltine,,,,,,,,,https://youtu.be/zuv0CB8Ry7U?si=Y8U-M8pc3LSUi31h,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,24,8_24,03/14/2021,FMV Marathon,Kids on Site,Sega CD,Casual,BaldNate,,,,,,,,,https://youtu.be/Qt8aYqxRhw4?si=52lBhuqOSOXqDoIZ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,25,8_25,03/14/2021,FMV Marathon,The Masked Rider: Kamen Rider ZO,Sega CD,Casual,MasterWelch,,,,,,,,,https://youtu.be/CU49Ph8-g2c?si=sgNk1GSZa89oql0E,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,26,8_26,03/14/2021,FMV Marathon,The Lawnmower Man,Sega CD,Casual,GrimShins,,,,,,,,,https://youtu.be/efxwG6Iv204?si=zBd0CpAz0_OXfHQS,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,27,8_27,03/14/2021,FMV Marathon,Congo the Movie: The Lost City of Zinj,Saturn,Casual,Faust4712,,,,,,,,,https://youtu.be/jETEF4npeOI?si=DG7r05IMpUgoLTMF,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,28,8_28,03/14/2021,FMV Marathon,Bram Stoker's Dracula,Sega CD,Casual,NoDiggity1,,,,,,,,,https://youtu.be/2ndQfN7S-Kk?si=pad6hdWvEnWvsr42,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,29,8_29,03/14/2021,FMV Marathon,Mansion of Hidden Souls,Sega CD,Casual,GrimShins,,,,,,,,,https://youtu.be/KZK3lt0DX48?si=_ndGk4yx2u5mczDQ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,30,8_30,03/14/2021,FMV Marathon,Dragon's Lair,Sega CD,Casual,GrimShins,,,,,,,,,https://youtu.be/XMfYqAtcG0o?si=VzWQCBgpAMBD7Fn2,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1,9_1,05/21/2021,Segathon III,Wonder Boy The Dragon's Trap,Switch,Casual,ShannaBerryBlast,,,,,,,,,https://youtu.be/4EPfp_34Cqo?si=XUHDDJObDceoPTro,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2,9_2,05/21/2021,Segathon III,Wonder Boy III: Monster Lair,Mega Drive,Casual,BoosterShane,,,,,,,,,https://youtu.be/d5fWzg_PZNA?si=N_QEoFg4Dk0UBi5Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,3,9_3,05/21/2021,Segathon III,Streets of Rage 3,Genesis,Casual,BaconOmelette,,,,,,,,Randomizer,https://youtu.be/knqrsb3_eEw?si=D-4dA8Q8h9_fSU8s,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,4,9_4,05/21/2021,Segathon III,Sonic 3: Angel Island Revisited,PC,Speedrun,huds601,,,,,,,,Amy NG+ Glitchless,https://youtu.be/knqrsb3_eEw?si=8DSOLTyc80dumNtL,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,5,9_5,05/21/2021,Segathon III,Thunder Force III,Mega Drive,Casual,Faust4712,,,,,,,,,https://youtu.be/gNel9RIfw0M?si=rdW72JqEwkch26bS,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,6,9_6,05/21/2021,Segathon III,Road Rash 3: Tour De Force,Genesis,Casual,Gok_Zarah,,,,,,,,,https://youtu.be/WeyzjEChdgQ?si=wW3h5WhIfyHBWYvI,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,7,9_7,05/21/2021,Segathon III,Golden Axe III,Mega Drive,Casual,NoDiggity1,,,,,,,,,https://youtu.be/bO7DCN6LT3I?si=TK8TaaHjn6Akz4U4,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,8,9_8,05/21/2021,Segathon III,Shinobi Trilogy Shuffler,Genesis,Co-Op Casual,Cypherin,BaconOmelette,,,,,,,,https://youtu.be/1HC5-CJz9vI?si=CFsqTlJcRrZ0F7E7,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,9_9,05/21/2021,Segathon III,Ecco Trilogy,Genesis,Speedrun,GrimShins,,,,,,,,Any%,https://youtu.be/Ae0Wdix454g?si=ZzFsvxcpoFOUKIah,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,9_10,05/21/2021,Segathon III,Bare Knuckle Trilogy,Mega Drive,Speedrun,Sonicman2005,,,,,,,,Any%,https://youtu.be/kJMfhiP0rwk?si=YB6Cz14OjeQSZrMG,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11,9_11,05/21/2021,Segathon III,Golden Axe,Arcade,Speedrun,LRock617,,,,,,,,,https://youtu.be/azizE6zmb9E?si=OtxkU1vWfvR34V9-,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,12,9_12,05/21/2021,Segathon III,Batman Forever,Arcade,Speedrun,LRock617,,,,,,,,,https://youtu.be/QFSOvSbcfMs?si=BZ7lwOqPCN33ZiFs,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,13,9_13,05/21/2021,Segathon III,Coleco Adam Games,Coleco Adam,Casual,Radioactive_Man_From_Mars,,,,,,,,,https://youtu.be/zsM0KRG8vYI?si=SawwXxbhKQcjwKn9,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,14,9_14,05/21/2021,Segathon III,Lunchables SEGA Game Tips,VHS,Casual,Radioactive_Man_From_Mars,,,,,,,,,https://youtu.be/w0uw8K4NWfk?si=CFs60Qmmp7TXXUwr,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,15,9_15,05/21/2021,Segathon III,Weaponlord,Genesis,Casual,Radioactive_Man_From_Mars,,,,,,,,,https://youtu.be/Q0onxdx28RY?si=A4H6SSHKfoYNPC__,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,16,9_16,05/22/2021,Segathon III,Psychic World,Master System,Casual,z_tox,,,,,,,,,https://youtu.be/H5oXmCVzvXo?si=QoPwiwPoHkWv_3PA,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17,9_17,05/22/2021,Segathon III,Jewel Master,Genesis,Casual,z_tox,,,,,,,,,https://youtu.be/uRufph-GWWo?si=2gr7QpBcsLtxDGKb,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,18,9_18,05/22/2021,Segathon III,La Russa Baseball 95,Genesis,Casual,z_tox,,,,,,,,,https://youtu.be/-ol-GNBBMuE?si=el2KWd14lAlo6q9a,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,19,9_19,05/22/2021,Segathon III,Wheel of Fortune,Genesis,Casual,z_tox,,,,,,,,,https://youtu.be/wZ4JETDXmIo?si=WNL6LFquyouQ5CCC,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,20,9_20,05/22/2021,Segathon III,Two Crude Dudes,Genesis,Casual,z_tox,,,,,,,,,https://youtu.be/f77qEb39FE0?si=CUPAgcNXLGks-x7Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,21,9_21,05/22/2021,Segathon III,Vigilante,Master System,Casual,GrandCoune,,,,,,,,,https://youtu.be/Nycny7r5JH8?si=zr1j27tSfrbQVj0s,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,22,9_22,05/22/2021,Segathon III,Rastan,Master System,Casual,GrandCoune,,,,,,,,,https://youtu.be/Nycny7r5JH8?si=nTthX_8RdM0DR-7N&t=832,0:13:52,,,,,,,,,,,,,,,,,,,,,,,,,,
9,23,9_23,05/22/2021,Segathon III,Zillion II: The Tri Formation,Master System,Casual,GrandCoune,,,,,,,,,https://youtu.be/Nycny7r5JH8?si=U75gQCZrsP-WPqmZ&t=2527,0:42:07,,,,,,,,,,,,,,,,,,,,,,,,,,
9,24,9_24,05/22/2021,Segathon III,Renegade,Master System,Casual,GrandCoune,,,,,,,,,https://youtu.be/Nycny7r5JH8?si=xrZXKtDy_6CmoEeA&t=4234,1:10:34,,,,,,,,,,,,,,,,,,,,,,,,,,
9,25,9_25,05/22/2021,Segathon III,Sonic the Hedgehog,Master System,Casual,GrandCoune,,,,,,,,,https://youtu.be/Nycny7r5JH8?si=-mUJMDYCSnTcV-rb&t=5155,1:25:55,,,,,,,,,,,,,,,,,,,,,,,,,,
9,26,9_26,05/22/2021,Segathon III,SpellCaster,Master System,Casual,KrakenZer0,,,,,,,,,https://youtu.be/L5HYKjxdRmU?si=sYu0_Zsc456Q9Uz6,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,27,9_27,05/22/2021,Segathon III,Jewel Master,Genesis,Casual,KrakenZer0,,,,,,,,,https://youtu.be/S2OnoPgrl_U?si=VgBD6ESpPznIms_P,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,28,9_28,05/22/2021,Segathon III,Rambo First Blood Pt. 2,Master System,2-Way Race,MasterWelch,KrakenZer0,,,,,,,Any%,https://youtu.be/m00ZUdcbut8?si=FE8dEOy-IRpqmipq,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,29,9_29,05/22/2021,Segathon III,Outlander,Genesis,Casual,NoDiggity1,,,,,,,,,https://youtu.be/w_q8zfsNKpI?si=7FJS1mYkvR0Ubsvr,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,30,9_30,05/22/2021,Segathon III,Sports Talk Baseball,Genesis,Casual,NoDiggity1,,,,,,,,,https://youtu.be/6O1j_01vwoA?si=__qcpKQP9ewSETeD,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,31,9_31,05/22/2021,Segathon III,Tecmo Super Bowl III: Final Edition,Genesis,Casual,NoDiggity1,,,,,,,,,https://youtu.be/6O1j_01vwoA?si=zB6cd2S-_6Ue78GO&t=1337,0:22:17,,,,,,,,,,,,,,,,,,,,,,,,,,
9,32,9_32,05/22/2021,Segathon III,Castlevania: Bloodlines,Genesis,Speedrun,NoDiggity1,,,,,,,,Any% Eric Normal,https://youtu.be/TVUuLyyGN4U?si=DeX_k9880gojmpZd,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,33,9_33,05/22/2021,Segathon III,Technocop,Genesis,Casual,Gok_Zarah,,,,,,,,,https://youtu.be/cYEV9BtSgXY?si=jGmGSFQq2pbB7CXQ,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,34,9_34,05/22/2021,Segathon III,Sunset Riders,Genesis,Speedrun,shimegabriel,,,,,,,,Any%,https://youtu.be/PUTsl4n2cIY?si=DGxfXn47foBAkm28,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,35,9_35,05/22/2021,Segathon III,Shadow Dancer: The Secret of Shinobi,Genesis,Speedrun,shimegabriel,,,,,,,,Any% Shu,https://youtu.be/4L0G66uYcew?si=zrz4tdGDMb-UHkG0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,36,9_36,05/22/2021,Segathon III,Ninja Gaiden,Game Gear,Speedrun,InfiniteMystery,,,,,,,,Any%,https://youtu.be/4L0G66uYcew?si=1Ij2Vwhvzz56P3-k,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,37,9_37,05/22/2021,Segathon III,Predator 2,Genesis,Speedrun,InfiniteMystery,,,,,,,,Any%,https://youtu.be/BTu7BYEIrnY?si=R0CjsDOOvTtsSQh5,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,38,9_38,05/22/2021,Segathon III,Jurassic Park,Genesis,Speedrun,JkL0ser,,,,,,,,Any% Raptor,https://youtu.be/mD8vPrNijCI?si=Rku7w9jzG1fPOLAE,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,39,9_39,05/22/2021,Segathon III,Tails' SkyPatrol,Game Gear,Speedrun,squilibob,,,,,,,,Any%,https://youtu.be/JWuJ7TH2BnI?si=tUjsJ5PaibNPwH1c,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,40,9_40,05/22/2021,Segathon III,Ristar,Genesis,Speedrun,shimegabriel,,,,,,,,Any%,https://youtu.be/dy8c4o1ZXzQ?si=MeZfVG_IlgKTPnBF,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,41,9_41,05/22/2021,Segathon III,Gargoyles,Genesis,Speedrun,shimegabriel,,,,,,,,Any%,https://youtu.be/lUzmH00TwzE?si=JazLFxCOB0yZREhp,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,42,9_42,05/22/2021,Segathon III,World of Illusion: Starring Mickey Mouse and Donald Duck,Genesis,Speedrun,Paulsaltine,,,,,,,,Mickey Any%,https://youtu.be/5apevm5hv7c?si=PDVsVectasLsHVxM,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,43,9_43,05/22/2021,Segathon III,"The Acclaim ""Shit-Fecta""",Genesis,Speedrun,Faust4712,,,,,,,,Any%,https://youtu.be/0SS3aQsXiD8?si=pAU5ObyLQjcfm-bN,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,44,9_44,05/22/2021,Segathon III,Teenage Mutant Ninja Turtles: The Hyperstone Heist,Genesis,Speedrun,ZeeGee_,,,,,,,,Ralph Hard,https://youtu.be/cZdi3xYEyWU?si=vnb7LngO5IL4hIYL,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,45,9_45,05/22/2021,Segathon III,QuackShot Starring Donald Duck,Genesis,Speedrun,ZeeGee_,,,,,,,,Any%,https://youtu.be/9r8paDJQOxE?si=8kcxCFcJWY1lDIzE,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,46,9_46,05/22/2021,Segathon III,Disney's Aladdin,Genesis,Speedrun,ZeeGee_,,,,,,,,Any%,https://youtu.be/UeqKU9CPHpE?si=eA0H4BbxhF4o9baP,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,47,9_47,05/22/2021,Segathon III,The Adventures of Willy Beamish,Sega CD,Casual,Paulsaltine,,,,,,,,,https://youtu.be/UeqKU9CPHpE?si=Ps6zHTjYbCtQjJ9d,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,48,9_48,05/22/2021,Segathon III,OutRun,Master System,Casual,Paulsaltine,,,,,,,,,https://youtu.be/X3m5yz_QXR8?si=tZJUWiLTT-rkaBjK,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,49,9_49,05/22/2021,Segathon III,Barney's Hide & Seek Game,Genesis,Casual,Paulsaltine,,,,,,,,,https://youtu.be/A6eeO4ybNns?si=g2qT0S4L0kvD1qJh,,,,,,,,,,,,,,,,,,,,,,,,,,,
