EVENTID,RUNID,KEY,DATE,EVENT,GAME,CONSOLE,RUNTYPE,RUNNER1,RUNNER2,RUNNER3,RUNNER4,COMMENTARY1,COMMENTARY2,COMMENTARY3,COMMENTARY4,SPEEDRUNTYPE,VIDEOURL,TIMESTAMP,VIDEOURL2,TIMESTAMP2,RUNNER5,RUNNER6,TIMERUNNER1,TIMERUNNER2,TIMERUNNER3,TIMERUNNER4,TIMERUNNER5,TIMERUNNER6,RACE2TIMERUNNER1,RACE2TIMERUNNER2,RACE2TIMERUNNER3,RACE2TIMERUNNER4,RACE2RUNNER5,RACE2RUNNER6,RUNNER7,RUNNER8,RUNNER9,RUNNER10,RUNNER11,RUNNER12,RUNNER13,RUNNER14,RUNNER15,RUNNER16
1,1,1_1,06/07/2019,Segathon: The Book of Genesis,Castle of Illusion: Starring Mickey Mouse,Genesis,4-Way Race,Faust4712,Niakan,Paulsaltine,reanymation,BoosterShane,Zerg_Hug_Party,,,Beat the Game,https://www.youtube.com/watch?v=l_K578X4Az8,,,,,,DNF,DNF,0:20:12,DNF,,,,,0:20:58,0:23:32,,,,,,,,,,,,
1,2,1_2,06/07/2019,Segathon: The Book of Genesis,McDonald's Treasure Land Adventure,Genesis,Casual,reanymation,,,,,,,,,https://www.youtube.com/watch?v=YggDIzhdu4s,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1_3,06/07/2019,Segathon: The Book of Genesis,Comix Zone,Genesis,Speedrun,reanymation,,,,,,,,Any%,https://www.youtube.com/watch?v=zBI0rgzz3Wk,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,1_4,06/07/2019,Segathon: The Book of Genesis,Pac-Attack,Genesis,Casual,ShannaBerryBlast,,,,,,,,,https://www.youtube.com/watch?v=bXgurP8ypC8,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,1_5,06/08/2019,Segathon: The Book of Genesis,X-Men,Genesis,Co-Op Speedrun,BoosterShane,reanymation,,,,,,,Any%,https://www.youtube.com/watch?v=tlM-XD2v5cY,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6,1_6,06/08/2019,Segathon: The Book of Genesis,Golden Axe Trilogy,Genesis,Casual,NoDiggity1,,,,,,,,,https://www.youtube.com/watch?v=AeZEgrDudT0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,1_7,06/08/2019,Segathon: The Book of Genesis,X-Men 2: Clone Wars,Genesis,Casual,BoosterShane,,,,,,,,,https://www.youtube.com/watch?v=nzOR_0NJ2PY,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8,1_8,06/08/2019,Segathon: The Book of Genesis,Golden Axe Warrior,Master System,Casual,BoosterShane,,,,,,,,,https://www.youtube.com/watch?v=zKFyZ2ooleU,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,9,1_9,06/08/2019,Segathon: The Book of Genesis,Shinobi,Master System,Casual,Niakan,,,,,,,,,https://www.youtube.com/watch?v=lN-r_tPdscA,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,1_10,06/08/2019,Segathon: The Book of Genesis,Alien Syndrome,Arcade,Casual,BoosterShane,,,,,,,,,https://www.youtube.com/watch?v=FUYT4svovnU,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,1_11,06/08/2019,Segathon: The Book of Genesis,Riot City,Arcade,Casual,BoosterShane,,,,,,,,,https://www.youtube.com/watch?v=FUYT4svovnU,0:18:00,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,1_12,06/08/2019,Segathon: The Book of Genesis,Ninja Princess,Arcade,Casual,BoosterShane,,,,,,,,,https://www.youtube.com/watch?v=FUYT4svovnU,0:39:53,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13,1_13,06/08/2019,Segathon: The Book of Genesis,Truxton,Genesis,Casual,z_tox,,,,,,,,,https://www.youtube.com/watch?v=UzjhH4DHDdU,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14,1_14,06/08/2019,Segathon: The Book of Genesis,PGA Tour Golf III,Genesis,Casual,z_tox,,,,,,,,,https://www.youtube.com/watch?v=gmVw2SZxBjU,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,1_15,06/08/2019,Segathon: The Book of Genesis,Lightening Force: Quest for the Darkstar,Genesis,Casual,z_tox,,,,,,,,,https://www.youtube.com/watch?v=Kdc373zu0fU,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,16,1_16,06/08/2019,Segathon: The Book of Genesis,Taz-Mania,Genesis,Casual,z_tox,,,,,,,,,https://www.youtube.com/watch?v=iGl4rrOGRg8,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,1_17,06/08/2019,Segathon: The Book of Genesis,Arnold Palmer Tournament Golf,Genesis,2-Way Race,BoosterShane,z_tox,,,,,,,Complete Hole 18,https://www.youtube.com/watch?v=-_qOsFIibdU,,,,,,0:12:19,0:12:48,,,,,0:12:22,0:12:39,,,,,,,,,,,,,,
1,18,1_18,06/08/2019,Segathon: The Book of Genesis,Gargoyles,Genesis,2-Way Race,Cypherin,z_tox,,,,,,,Easy Any%,https://www.youtube.com/watch?v=GcNomidYpwY,,,,,,0:15:12,0:15:57,,,,,,,,,,,,,,,,,,,,
1,19,1_19,06/08/2019,Segathon: The Book of Genesis,The Adventures of Batman & Robin,Genesis,Speedrun,Cypherin,,,,,,,,Any%,https://www.youtube.com/watch?v=pYlbH7fF-D0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20,1_20,06/08/2019,Segathon: The Book of Genesis,Garfield: Caught in the Act,Genesis,Speedrun,Zerg_Hug_Party,,,,,,,,Any%,https://www.youtube.com/watch?v=4XmCTBV9xJ8,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,1_21,06/08/2019,Segathon: The Book of Genesis,Michael Jackson's Moonwalker,Master System,Casual,Niakan,,,,,,,,,https://www.youtube.com/watch?v=88eWYlS5oog,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,1_22,06/08/2019,Segathon: The Book of Genesis,ALF,Master System,Casual,Niakan,,,,,,,,,https://www.youtube.com/watch?v=zo2mGRu1sXY,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,1_23,06/08/2019,Segathon: The Book of Genesis,Kenseiden,Master System,Casual,Niakan,,,,,,,,,https://www.youtube.com/watch?v=3QDdUDdsQCI,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,1_24,06/08/2019,Segathon: The Book of Genesis,Golvellius: Valley of Doom,Master System,Casual,Niakan,,,,,,,,,https://www.youtube.com/watch?v=0_68te6ZnL4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,25,1_25,06/08/2019,Segathon: The Book of Genesis,Cloud Master,Master System,Casual,Niakan,,,,,,,,,https://www.youtube.com/watch?v=8TGxdHuyARY,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,1_26,06/08/2019,Segathon: The Book of Genesis,Fantasy Zone,Master System,Casual,Niakan,,,,,,,,,https://www.youtube.com/watch?v=8TGxdHuyARY,0:12:11,,,,,,,,,,,,,,,,,,,,,,,,,,
1,27,1_27,06/08/2019,Segathon: The Book of Genesis,R-Type,Master System,Casual,Niakan,,,,,,,,,https://www.youtube.com/watch?v=8TGxdHuyARY,0:16:38,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28,1_28,06/08/2019,Segathon: The Book of Genesis,Teenage Mutant Ninja Turtles: The Hyperstone Heist,Genesis,Co-Op Speedrun,reanymation,ShreddyCrocker,,,,,,,2P,https://www.youtube.com/watch?v=Tk7UY98w_JE,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29,1_29,06/08/2019,Segathon: The Book of Genesis,Wolverine: Adamantium Rage,Genesis,Speedrun,Faust4712,,,,,,,,Any%,https://www.youtube.com/watch?v=AbqCUjFHZyA,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30,1_30,06/08/2019,Segathon: The Book of Genesis,Road Rash 3: Tour De Force,Genesis,Casual,Gok_Zarah,,,,,,,,Wild Thing 2000,https://www.youtube.com/watch?v=xNkZsMhrPac,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31,1_31,06/08/2019,Segathon: The Book of Genesis,Shinobi III: Return of the Ninja Master,Genesis,Speedrun,Faust4712,,,,,,,,Kunailess,https://www.youtube.com/watch?v=LlOkz0Kj6QY,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,1_32,06/08/2019,Segathon: The Book of Genesis,Jurassic Park,Genesis,Speedrun,reanymation,,,,,,,,Grant,https://www.youtube.com/watch?v=nDd-7txDBQw,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,33,1_33,06/08/2019,Segathon: The Book of Genesis,Jurassic Park,Genesis,Speedrun,reanymation,,,,,,,,Raptor,https://www.youtube.com/watch?v=Yh0X41jwCK8,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,34,1_34,06/08/2019,Segathon: The Book of Genesis,Jurassic Park: Rampage Edition,Genesis,Speedrun,reanymation,,,,,,,,Any% Grant,https://www.youtube.com/watch?v=S6X8dZyaCPs,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,1_35,06/08/2019,Segathon: The Book of Genesis,Street Fighter II': Special Champion Edition,Genesis,Speedrun,Sonicman2005,,,,,,,,Normal,https://www.youtube.com/watch?v=Ja0KJY_mW0E,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,36,1_36,06/08/2019,Segathon: The Book of Genesis,Fatal Fury 2,Genesis,Speedrun,Sonicman2005,,,,,,,,Mai Normal,https://www.youtube.com/watch?v=tJDBaP9BZ0w,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,37,1_37,06/08/2019,Segathon: The Book of Genesis,Castlevania: Bloodlines,Genesis,Relay Race,BoosterShane,Faust4712,reanymation,,,,,,Any% Eric,https://www.youtube.com/watch?v=z6tl5AllxDY,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,38,1_38,06/08/2019,Segathon: The Book of Genesis,Night Trap,Sega 32X,Speedrun,Paulsaltine,,,,,,,,Campy%,https://www.youtube.com/watch?v=0QfLWISj-QU,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,39,1_39,06/08/2019,Segathon: The Book of Genesis,Splatterhouse 2,Genesis,Speedrun,reanymation,,,,,,,,Any% Normal,https://www.youtube.com/watch?v=d9GKSoLaM_0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,40,1_40,06/08/2019,Segathon: The Book of Genesis,Resident Evil,Saturn,Speedrun,RetroBrando,,,,,,,,Jill Any%,https://www.youtube.com/watch?v=5pkkoj6pC44,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,2_1,08/11/2019,Sega Week,Monster World IV,Mega Drive,Casual,BoosterShane,,,,,,,,,https://www.youtube.com/watch?v=kPACYvM9AdU,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,2_2,08/11/2019,Sega Week,The Punisher,Genesis,Speedrun,Faust4712,,,,,,,,Normal,https://www.youtube.com/watch?v=odEZH0GJ5dY,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,2_3,08/11/2019,Sega Week,Spider-Man and Venom: Maximum Carnage,Genesis,Casual,Faust4712,,,,,,,,,https://www.youtube.com/watch?v=Y7yv01wavvM,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,2_4,08/11/2019,Sega Week,Venom - Spider-Man: Separation Anxiety,Genesis,Casual,Faust4712,,,,,,,,,https://youtu.be/Y7yv01wavvM?si=eYockEjBHTP0IiZu&t=1965,0:32:45,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,2_5,08/11/2019,Sega Week,Captain America and the Avengers,Genesis,Casual,Faust4712,,,,,,,,,https://www.youtube.com/watch?v=ZEJpFhshwWI,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6,2_6,08/11/2019,Sega Week,Wolverine: Adamantium Rage,Genesis,Casual,Faust4712,,,,,,,,,https://www.youtube.com/watch?v=ua2WWDas0Ss,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7,2_7,08/11/2019,Sega Week,Spider-Man vs. The Kingpin,Genesis,Speedrun,Cypherin,,,,,,,,Normal Any%,https://www.youtube.com/watch?v=XVdFlt7th1s,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,2_8,08/11/2019,Sega Week,Spider-Man and the X-Men in Arcade's Revenge,Genesis,Casual,Cypherin,,,,,,,,,https://youtu.be/bdWr-Vc5nwI?si=ehRb6O_R40EUSoep,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,2_9,08/11/2019,Sega Week,X-Men 2: Clone Wars,Genesis,Casual,Cypherin,,,,,,,,,https://youtu.be/YkD6FBVjfpc?si=1tn_ALCSpQlHD8BB,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,2_10,08/11/2019,Sega Week,TaleSpin,Genesis,Speedrun,Paulsaltine,,,,,,,,Any%,https://youtu.be/1TpXCXeBBIo?si=qbvARjlr-9NR7H08,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,2_11,08/11/2019,Sega Week,The Lion King,Genesis,Casual,Paulsaltine,,,,,,,,,https://youtu.be/NAceR6PYHGo?si=sG0V9czcukMvaNt5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,2_12,08/11/2019,Sega Week,Toy Story,Genesis,Casual,Paulsaltine,,,,,,,,,https://youtu.be/_nR0YK2nDLU?si=6XXyUKavehJj-Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,2_13,08/11/2019,Sega Week,The Jungle Book,Genesis,Speedrun,StoneAgeMarcus,,,,,,,,Any%,https://youtu.be/dQIbc6F6eGU?si=Dpuk0fDErDCUAMni,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,2_14,08/11/2019,Sega Week,World of Illusion: Starring Mickey Mouse and Donald Duck,Genesis,Co-Op Speedrun,Chubbus,StoneAgeMarcus,,,,,,,Co-Op,https://youtu.be/yvhQMSW6EPM?si=eklFWZA07ZFD_uGL,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15,2_15,08/11/2019,Sega Week,Crusader of Centy,Genesis,Speedrun,Chubbus,,,,,,,,Any%,https://youtu.be/fx1ep4-m_a0?si=A161jlTSh--SJJxO,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,2_16,08/11/2019,Sega Week,Alien Soldier,Genesis,Speedrun,Chronoon,,,,,,,,Supereasy,https://youtu.be/Y-1xxcTIWzU?si=ETEfCSSTqcbZr8GA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,2_17,08/11/2019,Sega Week,Sonic 3 & Knuckles,Genesis,Speedrun,Chronoon,,,,,,,,Sonic,https://youtu.be/GdWO-MjyN6Y?si=NacyXC4T5cHshh0J,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,2_18,08/11/2019,Sega Week,Sub-Terrania,Genesis,Speedrun,Kickasspancakes,,,,,,,,Any%,https://youtu.be/Xo3ycKmYzeI?si=_hSMySms4KEGwkhS,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19,2_19,08/11/2019,Sega Week,Sonic the Hedgehog 2,Genesis,Speedrun,Kickasspancakes,,,,,,,,Any% Easy,https://youtu.be/A0wW1FSTo9Q?si=5HG_kzwdi-irKXp_,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,2_20,08/11/2019,Sega Week,Mystic Defender,Genesis,Speedrun,Zaxon96,,,,,,,,Beat the Game,https://youtu.be/OVsZzJN5cGI?si=n7DY03dVj5NiKxs4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21,2_21,08/11/2019,Sega Week,Sonic Spinball,Genesis,Speedrun,Zaxon96,,,,,,,,Beat the Game,https://youtu.be/XEElZ_9ynNU?si=iGfCjcRoFMBZIpwE,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,2_22,08/11/2019,Sega Week,The Ren & Stimpy Show Presents Stimpy's Invention,Genesis,Speedrun,Faust4712,,,,,,,,Any% Easy,https://youtu.be/IxU3ZNS2pcI?si=SSyMvCaDyB4XOWNH,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23,2_23,08/11/2019,Sega Week,3 Ninjas Kick Back,Genesis,Casual,Faust4712,,,,,,,,,https://youtu.be/dXI4TAkm3Qo?si=YzFqLipQZvnS97Vt,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,2_24,08/11/2019,Sega Week,Shinobi III: Return of the Ninja Master,Genesis,Speedrun,Faust4712,,,,,,,,Kunailess,https://youtu.be/GGnD8Vqy068?si=fvMaEdisS1SmCHlD,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,25,2_25,08/12/2019,Sega Week,Art Alive!,Genesis,Casual,Gok_Zarah,,,,,,,,,https://youtu.be/6Zp6ulcr0Kc?si=CW_JNvLKUyDfO4YL,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,26,2_26,08/12/2019,Sega Week,Streets of Rage 3,Genesis,Casual,Gok_Zarah,,,,,,,,,https://youtu.be/6Zp6ulcr0Kc?si=nq0Owj7x5Amtg7EU&t=2598,0:43:18,,,,,,,,,,,,,,,,,,,,,,,,,,
2,27,2_27,08/12/2019,Sega Week,DJ Boy,Genesis,Casual,NoDiggity1,,,,,,,,,https://youtu.be/JLwKsIAOKCA?si=23WL41x8FfU6MvFS,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,28,2_28,08/12/2019,Sega Week,Outlander,Genesis,Casual,NoDiggity1,,,,,,,,,https://youtu.be/JLwKsIAOKCA?si=0BxIbkh1cSbLyoyK&t=594,0:09:54,,,,,,,,,,,,,,,,,,,,,,,,,,
2,29,2_29,08/12/2019,Sega Week,Marble Madness,Genesis,Casual,NoDiggity1,,,,,,,,,https://youtu.be/oUMA7y2Mn5E?si=UQlLY99g0IaWafiJ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,30,2_30,08/12/2019,Sega Week,Crystal's Pony Tale,Genesis,Casual,NoDiggity1,,,,,,,,,https://youtu.be/-WG3840eoeY?si=WI6KgdYbC459rc6S,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,31,2_31,08/12/2019,Sega Week,Sports Talk Baseball,Genesis,Casual,NoDiggity1,,,,,,,,,https://youtu.be/-WG3840eoeY?si=mYlux3jbrA7-wrwm&t=1796,0:29:56,,,,,,,,,,,,,,,,,,,,,,,,,,
2,32,2_32,08/12/2019,Sega Week,World Championship Soccer,Genesis,Casual,shimegabriel,,,,,,,,,https://youtu.be/gr6Q9IImoUU?si=A1KvUgXgE6X9I7Qs,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,33,2_33,08/12/2019,Sega Week,M.U.S.H.A.,Genesis,Casual,shimegabriel,,,,,,,,,https://youtu.be/a40SJ8f15js?si=vv0Rmrpf5SlEVsAo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,2_34,08/12/2019,Sega Week,Rock n' Roll Racing,Genesis,Casual,shimegabriel,,,,,,,,,https://youtu.be/gCvjBlJmOug?si=1zIwp5swnJXOUs_j,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,35,2_35,08/12/2019,Sega Week,California Games,Genesis,Casual,shimegabriel,,,,,,,,,https://youtu.be/gCvjBlJmOug?si=fu-flZ_AfJG-jW16&t=1498,0:24:58,,,,,,,,,,,,,,,,,,,,,,,,,,
2,36,2_36,08/12/2019,Sega Week,Mutant League Football,Genesis,Casual,shimegabriel,,,,,,,,,https://youtu.be/gCvjBlJmOug?si=puNobWblFJzpAWWy&t=2184,0:36:24,,,,,,,,,,,,,,,,,,,,,,,,,,
2,37,2_37,08/12/2019,Sega Week,Rambo III,Genesis,Casual,BoosterShane,,,,,,,,,https://youtu.be/mkq4ImHGqXc?si=yHRGUxqfYLRPfs07,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,38,2_38,08/12/2019,Sega Week,Battle Mania: Daiginjo,Mega Drive,Casual,BoosterShane,,,,,,,,,https://youtu.be/yoor0mQLNMU?si=QQ_K-w67keapd8cu,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,39,2_39,08/12/2019,Sega Week,RoboCop Versus The Terminator,Genesis,Casual,BoosterShane,,,,,,,,,https://youtu.be/WGaJocea9rU?si=AmtmaH-FfCFZLC7G,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,40,2_40,08/12/2019,Sega Week,Zombies Ate My Neighbors,Genesis,Casual,Paulsaltine,,,,,,,,,https://youtu.be/ikOfuCLBL7g?si=0wsUKAjkVmJ6JjaF,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,41,2_41,08/12/2019,Sega Week,Splatterhouse 2,Genesis,Speedrun,StormCrow56k,,,,,,,,Any% Normal,https://youtu.be/7GLRNypiAzk?si=JwS5gBYdThmD1XaA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,42,2_42,08/12/2019,Sega Week,Race Drivin',Genesis,Speedrun,StormCrow56k,,,,,,,,All Tracks One Lap,https://youtu.be/EGAqmCPExDs?si=j9OXig7IRzM9TEGf,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,43,2_43,08/12/2019,Sega Week,Gargoyles,Genesis,3-Way Race,Cypherin,shimegabriel,z_tox,,Zerg_Hug_Party,,,,Any% Easy,https://youtu.be/EGAqmCPExDs?si=j9OXig7IRzM9TEGf,,,,,,0:15:24,0:14:01,0:14:42,,,,,,,,,,,,,,,,,,,
2,44,2_44,08/12/2019,Sega Week,Shadow Dancer: The Secret of Shinobi,Genesis,2-Way Race,Cypherin,z_tox,,,Zerg_Hug_Party,Faust4712,,,Any% Shu,https://youtu.be/STIt6nOt9VE?si=s_Pt8YrAbru31nJ7,,,,,,0:23:45,0:14:08,,,,,,,,,,,,,,,,,,,,
2,45,2_45,08/12/2019,Sega Week,Shinobi III: Return of the Ninja Master,Genesis,2-Way Race,BoosterShane,Faust4712,,,Zerg_Hug_Party,,,,,https://youtu.be/STIt6nOt9VE?si=w9oOZ0ucCfIvvUVP,,,,,,DNF,0:35:36,,,,,,,,,,,,,,,,,,,,
2,46,2_46,08/12/2019,Sega Week,Streets of Rage 2,Genesis,Speedrun,Sonicman2005,,,,,,,,,https://youtu.be/Y8NIvwOz4MI?si=Inja-58ZyJqHu8QG,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,47,2_47,08/12/2019,Sega Week,Bishoujo Senshi Sailor Moon,Mega Drive,Speedrun,Sonicman2005,,,,,,,,,https://youtu.be/Y8NIvwOz4MI?si=5qNRpAGBSVptwxwt&t=4820,1:12:20,,,,,,,,,,,,,,,,,,,,,,,,,,
2,48,2_48,08/13/2019,Sega Week,Mystical Fighter,Genesis,Casual,Gok_Zarah,,,,,,,,,https://youtu.be/k1q7hGuomdc?si=gpmSprY6SffN6KNC,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,49,2_49,08/13/2019,Sega Week,Bonanza Bros.,Genesis,Casual,Gok_Zarah,,,,,,,,,https://youtu.be/k1q7hGuomdc?si=NDkrKCQNwZKdVyBh&t=1905,0:31:45,,,,,,,,,,,,,,,,,,,,,,,,,,
2,50,2_50,08/13/2019,Sega Week,Haunting Starring Polterguy,Genesis,Casual,Gok_Zarah,,,,,,,,,https://youtu.be/k1q7hGuomdc?si=hIF8H8nY9l8jAu2D&t=2598,0:43:18,,,,,,,,,,,,,,,,,,,,,,,,,,
2,51,2_51,08/13/2019,Sega Week,Sonic the Fighters,Arcade,Speedrun,Ravel_5,,,,,,,,Blindfolded,https://youtu.be/gjgiDQnBIIQ?si=Ahf5fjBD6yoitq5L,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,52,2_52,08/13/2019,Sega Week,Waku Waku Sonic Patrol Car,Arcade,Speedrun,Ravel_5,,,,,,,,Any%,https://youtu.be/OMKc6FRGjTg?si=Mw3oZCYuvTQEFvza,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,53,2_53,08/13/2019,Sega Week,Super Monaco GP,Genesis,Casual,shimegabriel,,,,,,,,,https://youtu.be/QUGTaNhkwQ0?si=zgJqO678BFnNMgoc,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,54,2_54,08/13/2019,Sega Week,FIFA Soccer 95,Genesis,Casual,shimegabriel,,,,,,,,,https://youtu.be/ZmZqCKpoFXo?si=e1_2VaXH6heTofnd,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,55,2_55,08/13/2019,Sega Week,Columns,Genesis,Casual,shimegabriel,,,,,,,,,https://youtu.be/g8sPlnnhxEE?si=70dullM9s7EJirYx,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,56,2_56,08/13/2019,Sega Week,Exile,Genesis,Casual,shimegabriel,,,,,,,,,https://youtu.be/g8sPlnnhxEE?si=88W1kiw76586txLQ&t=943,0:15:43,,,,,,,,,,,,,,,,,,,,,,,,,,
2,57,2_57,08/13/2019,Sega Week,Pac-Mania,Genesis,Casual,shimegabriel,,,,,,,,,https://youtu.be/g8sPlnnhxEE?si=DvYOgwkIN3ojo77C&t=1391,0:23:11,,,,,,,,,,,,,,,,,,,,,,,,,,
2,58,2_58,08/13/2019,Sega Week,WWF Royal Rumble,Genesis,Casual,BoosterShane,,,,,,,,,https://youtu.be/oD2DRCUCjR0?si=OO5KSCuY-K7EC0lq,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,59,2_59,08/13/2019,Sega Week,Chi Chi's Pro Challenge Golf,Genesis,Casual,BoosterShane,,,,,,,,,https://youtu.be/Tqq-oUQsAXU?si=YXYCytK_BORvWY27,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,60,2_60,08/13/2019,Sega Week,Wayne Gretzky and the NHLPA All-Stars,Genesis,Casual,BoosterShane,,,,,,,,,https://youtu.be/pXIQs888KaM?si=FkUKYNCRM5bPEh43,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,61,2_61,08/13/2019,Sega Week,World Series Baseball 98,Genesis,Casual,BoosterShane,,,,,,,,,https://youtu.be/FIfQvoMgBnA?si=h_hiW_QlOwdbed1A,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,62,2_62,08/13/2019,Sega Week,Battle Golfer Yui,Mega Drive,Casual,BoosterShane,,,,,,,,,https://youtu.be/CkDs7OHcRcg?si=xAXnWiwPK1UW0Bk0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,63,2_63,08/13/2019,Sega Week,Pebble Beach Golf Links,Genesis,Casual,BoosterShane,,,,,,,,,https://youtu.be/CkDs7OHcRcg?si=UsNeHB1TAol9fts9&t=1601,0:26:41,,,,,,,,,,,,,,,,,,,,,,,,,,
2,64,2_64,08/13/2019,Sega Week,Arnold Palmer Tournament Golf,Genesis,6-Way Race,reanymation,Paulsaltine,Bruzzi,ShreddyCrocker,Zerg_Hug_Party,Faust4712,,,,https://youtu.be/CtZ_TO5jhLk?si=HvjB6b8OEoMFIe_R,,,,z_tox,BoosterShane,0:13:43,0:11:58,0:40:30,0:12:39,0:13:00,0:10:59,,0:12:36,0:12:04,,0:11:35,0:10:59,,,,,,,,,,
2,65,2_65,08/13/2019,Sega Week,Zany Golf,Genesis,Casual,z_tox,,,,,,,,,https://youtu.be/4sEhmBS13dU?si=hHHHfx2jJKN3iyls,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,66,2_66,08/13/2019,Sega Week,Will Harvey Presents The Immortal,Genesis,Casual,z_tox,,,,,,,,,https://youtu.be/4sEhmBS13dU?si=cE7ZcjZeTcwc4m3N&t=695,0:11:35,,,,,,,,,,,,,,,,,,,,,,,,,,
2,67,2_67,08/13/2019,Sega Week,Wiz 'n' Liz,Genesis,Casual,z_tox,,,,,,,,,https://youtu.be/4sEhmBS13dU?si=_GSAlOdSaD8neQL5&t=3033,0:50:33,,,,,,,,,,,,,,,,,,,,,,,,,,
